Joaquin Phoenix,CS,Creating an app for starring in action movies
Rainier Luftwaffe Wolfcastle,DS,Building a REST API for making action movies
Katy Perry,CS,Building a REST API for writing pop songs
Saruman the White,DS,Creating an app for preparing for war
Elmore Leonard,CSDS,Creating an app for writing crime stories
Walter White,DS,Creating a web interface for running a criminal empire
Barack Obama,CS,Creating a web interface for giving speeches
Niles Crane,DS,Building a REST API for nurturing sibling rivalry
Russell Brand,CS,Building a REST API for fomenting social revolution
Queen Victoria,CS,Building a REST API for ruling over subjects
Sergey Brin,CS,Creating a web interface for building a search engine
Groucho Marx,CSDS,Creating an app for starring in madcap comedies
Elmore Leonard,CS,Building a REST API for writing crime stories
J.R.R. Tolkein,CS,Building a service to help making fantasy movies
Genghis Khan,CS,Creating a web interface for running an empire
Ali G,DS,Creating a web interface for interviewing politicians
Ed Wood,CS,Building a service to help directing science fiction movies
Norman Bates,DS,Creating a web interface for running a hotel
Truman Capote,CS,Building a REST API for writing short stories
Oedipus Rex,DS,Creating an app for solving riddles
Walter White,DS,Building a REST API for running a criminal empire
Eddy Merckx,CSDS,Creating a web interface for pedalling furiously
Thor Odinson,DS,Building a service to help smiting frost giants
Norman Bates,DS,Creating an app for slashing victims
Jeremy Clarkson,CS,Creating a web interface for hosting automotive shows
Salman Rushdie,CS,Creating an app for writing modern fiction
Gordon Ramsay,CS,Building a service to help cooking fancy food
Edward Cullen,DS,Building a REST API for sucking blood
King Lear,DS,Building a service to help going senile
Anton Chekov,CSDS,Building a service to help writing plays about the middle classes
Ashton Kutcher,CS,Building a service to help starring in sit-coms
Barack Obama,CS,Building a service to help giving speeches
Oedipus Rex,DS,Building a REST API for solving riddles
Pythagoras,CS,Creating an app for studying mathematics
Hulk Hogan,CS,Creating an app for pretending to wrestle
Tweety Pie,DS,Creating a web interface for swinging on a perch
Kevin Bacon,CS,Building a REST API for forming new social connections
Edward Hopper,CSDS,Creating a web interface for painting melancholy pictures
Gordon Ramsay,CS,Building a REST API for winning Michelin stars
Barack Obama,CS,Creating an app for campaigning for the presidency
Hulk Hogan,CS,Creating an app for pretending to fight
Katy Perry,CS,Building a service to help singing pop songs
Euclid,CS,Building a REST API for proving math theorems
Howard Hughes,CS,Building a service to help running an empire
Thor Odinson,DS,Creating an app for smiting frost giants
Neil Armstrong,CSDS,Creating an app for staring at the moon
Eddy Merckx,CSDS,Building a REST API for pedalling furiously
Fred Astaire,CSDS,Creating a web interface for starring in musical comedies
Thomas Jefferson,CSDS,Creating an app for wielding political power
The Joker,DS,Building a REST API for causing mayhem
Dana Scully,DS,Creating a web interface for explaining away the unexplained
Captain America,DS,Building a service to help defending the weak
Neil Armstrong,CS,Creating a web interface for collecting rock samples
Eddy Merckx,CSDS,Building a service to help winning cycling races
Rafael Nadal,CS,Building a REST API for winning tennis tournaments
John Dillinger,CS,Creating a web interface for robbing banks
Sergey Brin,CSDS,Creating a web interface for performing Web searches
Neil Armstrong,CSDS,Building a REST API for going for a spacewalk
Arya Stark,DS,Building a service to help seeking revenge
Saruman the White,DS,Building a service to help preparing for war
Jeremy Clarkson,CS,Creating an app for insulting minorities
Sid Vicious,CS,Creating a web interface for scandalizing polite society
Bruce Wayne,DS,Creating an app for maintaining a secret identity
Groundskeeper Willie MacDougal,DS,Creating a web interface for burying dead hamsters
Donald Duck,DS,Building a service to help eating Peking duck
Thor Odinson,DS,Building a REST API for smiting frost giants
Queen Victoria,CS,Building a REST API for running a kingdom
Edward Hopper,CS,Building a REST API for painting melancholy pictures
Sid Vicious,CS,Building a service to help scandalizing polite society
Novak Djokovic,CSDS,Creating an app for winning tennis tournaments
Sergey Brin,CS,Building a REST API for running a tech giant
Gloria Steinem,CS,Building a service to help promoting feminism
Ali G,DS,Building a service to help interviewing politicians
James Brown,CS,Creating a web interface for writing blues songs
Will Smith,CSDS,Creating an app for starring in Hollywood movies
Ellen Ripley,DS,Creating a web interface for hunting aliens
Jackson Pollock,CS,Building a service to help dripping paint onto canvas
Ella Fitzgerald,CS,Building a service to help singing torch songs
Spartacus,DS,Building a REST API for leading revolts
Howard Hughes,CS,Building a REST API for running a movie studio
Gloria Steinem,CS,Building a REST API for moaning about men
Jason Bourne,DS,Creating a web interface for eluding capture
Arya Stark,DS,Building a REST API for seeking revenge
Eric Clapton,CSDS,Building a REST API for singing blues songs
Fred Astaire,CSDS,Building a REST API for starring in musical comedies
Wilkins Micawber,DS,Creating a web interface for buying on credit
Ashton Kutcher,CS,Creating a web interface for starring in sit-coms
Bruce Wayne,DS,Creating a web interface for maintaining a secret identity
Samuel Johnson,CS,Building a service to help defining words
Neil Armstrong,CSDS,Creating a web interface for going for a spacewalk
Gregor Mendel,CSDS,Creating an app for tending the garden
Johann von Goethe,CS,Building a service to help writing poetry
Walter White,DS,Creating an app for running a criminal empire
Megan Fox,CS,Building a service to help starring in Hollywood movies
Oedipus Rex,DS,Creating a web interface for solving riddles
Popeye,DS,Creating a web interface for defending the weak
Marco Polo,CSDS,Creating an app for opening new markets
Taylor Swift,CS,Creating a web interface for writing pop songs
Fred Astaire,CSDS,Creating a web interface for starring in romantic comedies
Truman Capote,CS,Creating a web interface for writing modern fiction
Barack Obama,CSDS,Building a service to help campaigning for the presidency
Russell Brand,CS,Creating a web interface for doing stand-up
Amy Winehouse,CS,Creating an app for singing torch songs
Gregor Mendel,CS,Building a service to help tending the garden
Victor Meldrew,DS,Building a service to help complaining about everything
Brian Griffin,DS,Creating an app for promoting liberal values
Ed Wood,CS,Building a REST API for making bad movies
Gordon Ramsay,CSDS,Building a service to help winning Michelin stars
Madeleine Albright,CSDS,Creating an app for  fighting for democracy
Johann von Goethe,CSDS,Building a service to help writing about social problems
Ellen Ripley,DS,Building a REST API for hunting aliens
Albert Einstein,CSDS,Creating an app for revolutionizing physics
Alan Greenspan,CS,Creating a web interface for talking up the economy
Brian Griffin,DS,Creating an app for ranting about conservatives
Fred Astaire,CS,Creating a web interface for enjoying ball-room dancing
Amy Winehouse,CS,Creating an app for singing jazz songs
Morpheus,DS,Creating a web interface for raging against the machine
Chris Rock,CS,Building a REST API for cross-dressing in women's clothes
The Joker,DS,Building a service to help laughing maniacally
Eddy Merckx,CSDS,Creating a web interface for winning cycling races
Brian Griffin,DS,Building a service to help ranting about conservatives
Johann von Goethe,CSDS,Creating a web interface for writing poetry
Christopher Hitchens,CSDS,Building a REST API for ranting about politics
Jeremy Clarkson,CS,Creating an app for hosting automotive shows
Saruman the White,DS,Creating a web interface for plotting with the enemy
Daniel Craig,CS,Building a service to help playing James Bond
Sylvester the Cat,DS,Creating a web interface for prowling for dinner
Morrissey,CS,Creating a web interface for singing pop songs
Rafael Nadal,CS,Creating a web interface for winning tennis tournaments
Rainier Luftwaffe Wolfcastle,DS,Creating an app for making action movies
The Joker,DS,Creating an app for laughing maniacally
Madonna,CS,Creating a web interface for promoting Kaballah
Dalton Trumbo,CSDS,Building a REST API for writing compelling dialogue
Johann von Goethe,CSDS,Building a REST API for writing about social problems
Daniel Craig,CS,Creating a web interface for starring in indy movies
John Keats,CSDS,Creating an app for writing romantic poetry
Salman Rushdie,CS,Creating an app for hiding from extremists
Simon Pegg,CSDS,Building a service to help dressing up in cosplay costumes
Jackson Pollock,CSDS,Creating an app for dripping paint onto canvas
James Brown,CS,Building a service to help singing blues songs
Tony Soprano,DS,Building a REST API for running a crime family
The Joker,DS,Creating an app for spreading fear
Salman Rushdie,CS,Building a service to help surviving fatwas
Norman Bates,DS,Creating a web interface for slashing victims
Captain America,DS,Creating a web interface for foiling the schemes of evil villains
Bob Belcher,DS,Creating an app for flipping hamburgers
John Keats,CSDS,Building a service to help writing romantic poetry
Spartacus,DS,Creating a web interface for fighting with swords
Simon Pegg,CSDS,Creating an app for dressing up in cosplay costumes
Wilkins Micawber,DS,Creating an app for buying on credit
Marco Polo,CSDS,Creating a web interface for exploring foreign countries
Thor Odinson,DS,Building a service to help starting thunderstorms
Jenna Jameson,CS,Building a service to help starring in pornographic movies
Deepak Chopra,CSDS,Building a REST API for promoting Eastern philosophy
P. T. Barnum,CSDS,Building a service to help selling tickets
Popeye,DS,Building a REST API for defending the weak
Ashton Kutcher,CS,Building a REST API for starring in sit-coms
Philip Marlowe,DS,Building a REST API for solving mysteries
Don Quixote,DS,Creating an app for going on romantic quests
Amy Winehouse,CS,Building a service to help singing jazz songs
Bruce Wayne,DS,Building a service to help attending cocktail parties
Donald Duck,DS,Creating a web interface for eating Peking duck
Samson,CSDS,Building a REST API for letting one's hair down
Popeye,DS,Building a service to help foiling the schemes of evil villains
Samuel Johnson,CS,Creating an app for creating dictionaries
Salman Rushdie,CS,Creating a web interface for surviving fatwas
Brian Griffin,DS,Building a REST API for promoting liberal values
Pythagoras,CS,Creating a web interface for studying mathematics
Deepak Chopra,CS,Creating a web interface for promoting Eastern philosophy
Pete Sampras,CS,Creating an app for winning tennis grand slams
Oedipus Rex,DS,Building a service to help solving riddles
Eddy Merckx,CS,Creating an app for pedalling furiously
Ella Fitzgerald,CSDS,Creating an app for singing the blues
Bob Belcher,DS,Creating a web interface for flipping hamburgers
Rafael Nadal,CS,Building a service to help delivering forehand slams
Joaquin Phoenix,CS,Creating an app for starring in indy movies
Dr. Strangelove,DS,Building a service to help pushing the hardline
Deepak Chopra,CS,Building a service to help promoting Eastern philosophy
Bruce Wayne,DS,Building a REST API for running a multinational corporation
Euclid,CS,Building a service to help proving math theorems
Eric Clapton,CS,Creating an app for singing blues songs
John Dillinger,CSDS,Creating an app for robbing banks
P. T. Barnum,CS,Creating an app for selling tickets
Pete Sampras,CSDS,Building a REST API for winning tennis matches
Ali G,DS,Building a REST API for interviewing politicians
Thomas Jefferson,CS,Building a service to help campaigning for democracy
Ali G,DS,Building a REST API for posing as a street thug
The Joker,DS,Building a service to help spreading fear
Queen Victoria,CS,Building a service to help ruling over subjects
Saruman the White,DS,Building a REST API for building an army
Joaquin Phoenix,CS,Building a REST API for starring in indy movies
Jeremy Clarkson,CS,Building a service to help hosting automotive shows
Pete Sampras,CSDS,Building a service to help winning tennis grand slams
Thor Odinson,DS,Building a REST API for starting thunderstorms
Albert Einstein,CSDS,Building a REST API for revolutionizing physics
Joaquin Phoenix,CS,Creating a web interface for starring in action movies
Jason Bourne,DS,Creating an app for eluding capture
Kevin Bacon,CS,Building a service to help forming new social connections
Jeremy Clarkson,CS,Building a REST API for test-driving cars
Karl Marx,CS,Creating a web interface for promoting communism
James Brown,CSDS,Creating an app for writing blues songs
Howard Hughes,CSDS,Building a service to help hiding from the public
Indiana Jones,DS,Creating an app for digging for antiquities
Chris Rock,CS,Creating a web interface for cross-dressing in women's clothes
Queen Victoria,CS,Creating an app for ruling over subjects
Don Quixote,DS,Creating a web interface for going on romantic quests
Gordon Ramsay,CSDS,Creating a web interface for cursing at kitchen staff
Obi-wan Kenobi,DS,Building a service to help duelling acrobatically
Mike  Pence,CS,Creating an app for promoting conservative values
Gloria Steinem,CS,Building a service to help moaning about men
Madonna,CSDS,Building a service to help promoting Kaballah
Edward Cullen,DS,Building a service to help avoiding growing old
The Joker,DS,Creating a web interface for causing mayhem
Barack Obama,CS,Creating an app for giving speeches
Samson,CS,Creating a web interface for smiting Philistines
Brian Griffin,DS,Creating a web interface for promoting liberal values
Hulk Hogan,CSDS,Creating a web interface for pretending to fight
Euclid,CS,Building a service to help studying mathematics
Jason Voorhees,DS,Creating a web interface for terrorizing sleepers
Arya Stark,DS,Creating a web interface for seeking revenge
Wilkins Micawber,DS,Creating a web interface for incurring debts
Jackson Pollock,CS,Building a service to help painting abstract paintings
Dr. John Watson,DS,Building a service to help offering medical opinions
Sylvester the Cat,DS,Creating an app for prowling for dinner
