Abraham Lincoln,CSDS,Creating an app for fighting for civil rights
Dave Lee Roth,CS,Creating an app for singing rock songs
Alan Turing,CSDS,Creating a web interface for cracking enemy codes
Jared Kushner,CSDS,Creating a web interface for running a business empire
Chandler Bing,DS,Creating an app for making sarcastic remarks
Bill Clinton,CSDS,Creating a web interface for chasing interns
Mel Brooks,CSDS,Creating an app for directing comedies
Ashton Kutcher,CSDS,Building a service to help starring in sit-coms
George Armstrong Custer,CS,Building a service to help leading armies into battle
Mel Brooks,CSDS,Creating a web interface for writing funny movies
Barney Gumble,DS,Creating a web interface for belching
Michael O'Leary,CSDS,Creating an app for selling cheap airline seats
Johann von Goethe,CS,Creating an app for writing about social problems
Cristiano Ronaldo,CS,Creating an app for playing soccer
Sitting Bull,CS,Building a service to help instigating rebellion
Don Vito Corleone,DS,Creating an app for running an empire
Inspector Gadget,DS,Building a service to help solving mysteries,using gadgets
Bruce Banner,DS,Creating an app for bursting out of shirts
Mike  Pence,CSDS,Building a service to help promoting conservative values
Helen Keller,CS,Building a service to help avoiding eye contact
Allan Quatermain,DS,Building a service to help exploring darkest Africa
Anne Frank,CS,Building a service to help keeping a diary
Joseph Smith,CS,Building a REST API for racking up marriages
Ringo Starr,CSDS,Creating a web interface for playing drums
Jamie Oliver,CSDS,Building a REST API for cooking dinners
Archimedes,CS,Building a service to help proving math theorems
David Bowie,CSDS,Creating an app for singing pop songs
Xena,DS,Creating a web interface for defending the weak
Freddy Krueger,DS,Creating a web interface for killing teenagers
Lindsay Lohan,CS,Building a REST API for starring in Hollywood movies 
Wolverine,DS,Building a service to help foiling the schemes of evil villains
Fletcher Christian,CS,Creating an app for undermining authority
Stevie Wonder,CS,Creating an app for writing pop songs
Beyoncé,CSDS,Creating a web interface for singing Hipbop songs
Barbra Streisand,CS,Building a service to help over-acting
Steve Bannon,CS,Creating a web interface for promoting conservative values
Travis Bickle,DS,Creating an app for talking to mirrors
Frank Gehry,CS,Building a service to help designing modern buildings
Barney Gumble,DS,Creating an app for drinking one's life away
James Bond,DS,Building a service to help shagging spies
Carl Bernstein,CS,Creating an app for following the money
John Lennon,CSDS,Building a service to help campaigning for world peace
Keith Richards,CS,Creating a web interface for playing rock music
John Constantine,DS,Creating a web interface for exorcising demons
Nigella Lawson,CSDS,Building a REST API for writing cook books
Morpheus,DS,Building a service to help searching for the messiah
Sauron,DS,Building a service to help devising evil schemes
Henry Kissinger,CS,Creating a web interface for brokering peace deals
Luke Skywalker,DS,Creating a web interface for fighting for the rebel alliance
Michael O'Leary,CS,Creating a web interface for running a budget airline
Ashton Kutcher,CS,Creating a web interface for starring in sit-coms
Dolly Parton,CS,Creating a web interface for singing country music
Hedda Gabler,DS,Building a service to help  frowning at errant husbands
Carrie Bradshaw,DS,Creating a web interface for gossiping with galpals
Mother Teresa,CS,Creating a web interface for promoting Catholic values
Alan Greenspan,CS,Building a service to help talking up the economy
Sitting Bull,CS,Creating a web interface for leading revolts
Dave Lee Roth,CS,Building a service to help singing rock songs
Charlie Brown,DS,Building a REST API for worrying about life
Lucifer,DS,Creating an app for promoting wickedness
Henry Kissinger,CS,Building a REST API for brokering peace deals
Abraham Lincoln,CS,Building a REST API for fighting civil wars
Tim Burton,CS,Building a REST API for making bizarre movies
Salman Rushdie,CS,Creating an app for surviving fatwas
John Grisham,CS,Building a REST API for writing legal fiction
Alan Greenspan,CSDS,Creating an app for talking up the economy
Kate Moss,CS,Building a service to help modeling clothes
Chandler Bing,DS,Building a REST API for making sarcastic remarks
Bruce Banner,DS,Building a service to help flying into a rage
Michelangelo,CS,Building a service to help carving magnificent statues
Ralph Nader,CS,Building a service to help campaigning for consumer rights
Charles Dickens,CS,Creating an app for writing serialized stories
Lara Croft,DS,Building a service to help digging for antiquities
Anton Chekov,CSDS,Building a service to help writing plays about the middle classes
Janis Joplin,CS,Building a REST API for singing rock songs
Tom Waits,CS,Creating a web interface for writing blues songs
Ray Charles,CS,Creating a web interface for writing pop songs
Atticus Finch,DS,Creating an app for representing the disenfranchised
Ellen DeGeneres,CS,Building a REST API for interviewing celebrities
Ophelia,DS,Creating a web interface for handing out flowers
The Scarlet Pimpernel,DS,Creating a web interface for rescuing aristocrats
Michael O'Leary,CS,Building a REST API for running a budget airline
Sylvester Stallone,CS,Creating a web interface for starring in action movies
René Descartes,CS,Building a service to help spreading philosophy
Dr. Eldon Tyrell,DS,Creating a web interface for building replicants
Jamie Oliver,CS,Building a service to help running restaurants
Barney Gumble,DS,Creating an app for burping
Liza Minnelli,CSDS,Building a service to help singing torch songs
Lenny Bruce,CSDS,Creating an app for commenting on social issues
Buffy Summers,DS,Creating an app for killing monsters
Michelangelo,CS,Building a service to help painting church ceilings
Jabba the Hutt,DS,Building a service to help running a crime family
Keith Moon,CS,Building a REST API for raising cain
Cameron Diaz,CS,Building a service to help starring in romantic comedies
Tony Robbins,CS,Building a REST API for selling self-help books
Bruce Lee,CS,Creating a web interface for performing kung-fu moves
Carl Bernstein,CS,Building a service to help reporting the news
Carl Bernstein,CSDS,Creating a web interface for reporting the news
John Calvin,CS,Creating an app for promoting conservative values
Archimedes,CS,Building a REST API for studying mathematics
Richard Dawkins,CS,Building a REST API for explaining natural selection
Kenny G,CS,Creating a web interface for playing the saxophone
George Armstrong Custer,CSDS,Creating an app for developing military strategies
Charles Dickens,CS,Building a service to help writing serialized stories
Kevin Spacey,CSDS,Creating a web interface for starring in Hollywood movies
Janis Joplin,CSDS,Creating a web interface for singing rock songs
Nigella Lawson,CS,Building a service to help cooking dinners
Bridget Jones,DS,Building a REST API for counting calories
Jared Kushner,CS,Building a service to help running a business empire
Jack Kerouac,CS,Building a REST API for driving around America
Leonardo DiCaprio,CSDS,Building a service to help starring in Hollywood movies
Michelangelo,CS,Building a REST API for carving magnificent statues
Clint Eastwood,CS,Creating a web interface for directing movies
Frank Zappa,CS,Creating an app for writing experimental songs
Hercule Poirot,DS,Creating an app for solving crimes
Raymond Chandler,CS,Creating an app for writing mystery stories
Liza Minnelli,CS,Building a REST API for singing torch songs
Del Boy Trotter,DS,Building a service to help selling dodgy goods
Justin Bieber,CS,Building a service to help singing to teenagers
Keith Moon,CSDS,Building a REST API for throwing TVs out of the windows
Charlie Brown,DS,Creating a web interface for worrying about life
Mel Brooks,CS,Creating a web interface for directing comedies
Johannes Gutenberg,CS,Building a service to help pioneering new technologies
Doc Emmett Brown,DS,Building a REST API for developing new technologies
Charlie Parker,CS,Creating a web interface for playing jazz saxophone
Helen Keller,CSDS,Building a REST API for avoiding eye contact
George Armstrong Custer,CS,Creating a web interface for developing military strategies
Deadpool,DS,Creating an app for making vulgar jokes
Bart Simpson,DS,Building a service to help playing pranks
Del Boy Trotter,DS,Creating a web interface for selling tat
James Joyce,CSDS,Creating a web interface for writing modern fiction
Jeremy Clarkson,CS,Creating a web interface for insulting minorities
Carrie Bradshaw,DS,Creating an app for writing about sex
Charlie Brown,DS,Building a service to help worrying about life
Eleanor Roosevelt,CS,Building a service to help campaigning for social causes
Rafael Nadal,CS,Creating a web interface for winning tennis tournaments
Agent Phil Coulson,DS,Creating an app for appreciating vintage collectibles
Ellen DeGeneres,CS,Creating an app for interviewing celebrities
Billy Crystal,CS,Building a service to help doing stand-up
Alec Baldwin,CS,Creating an app for attacking paparazzi
Frank Gehry,CS,Creating a web interface for designing modern buildings
Alec Baldwin,CS,Building a REST API for attacking paparazzi
Sherlock Holmes,DS,Building a service to help solving mysteries
Doc Emmett Brown,DS,Creating an app for inventing time machines
George Clooney,CSDS,Creating a web interface for starring in indy movies
Sauron,DS,Creating a web interface for devising evil schemes
Allan Quatermain,DS,Creating an app for exploring darkest Africa
Lady Macbeth,DS,Creating a web interface for wielding political power
Frank Zappa,CSDS,Building a REST API for singing experimental songs
Keith Richards,CS,Building a service to help playing rock guitar
Justin Bieber,CSDS,Creating a web interface for entertaining teenagers
Immanuel Kant,CS,Building a REST API for 
Dominique Strauss-Kahn,CSDS,Creating an app for throwing sex parties
Noam Chomsky,CS,Building a service to help arguing with political opponents
Ashton Kutcher,CS,Building a REST API for starring in sit-coms
Edward Scissorhands,DS,Building a REST API for making topiary sculptures
Leonard Hofstadter,DS,Building a REST API for promoting science
Edith Piaf,CSDS,Creating an app for singing melancholy songs
Bruce Lee,CS,Building a service to help performing kung-fu moves
Amy Winehouse,CS,Creating an app for singing jazz songs
Anne Frank,CS,Building a REST API for keeping a diary
Leonard Hofstadter,DS,Building a service to help obeying annoying rules
Jack Bauer,DS,Creating an app for preventing terrorism
Buffy Summers,DS,Building a service to help killing demons
Jeff "Comic Book Guy" Albertson,DS,Building a service to help being condescending to customers
Jayne Mansfield,CSDS,Building a REST API for starring in Hollywood movies
Barney Gumble,DS,Creating an app for driving under the influence
Michael O'Leary,CS,Creating a web interface for selling cheap airline seats
Lindsay Lohan,CS,Creating an app for starring in Hollywood movies 
Stevie Wonder,CS,Building a REST API for writing pop songs
Jim Morrison,CSDS,Creating an app for writing rock songs
Cristiano Ronaldo,CS,Building a REST API for playing soccer
Beyoncé,CS,Building a service to help singing Hipbop songs
Hercule Poirot,DS,Creating a web interface for tricking criminals
Justin Bieber,CSDS,Building a service to help entertaining teenagers
Ned Flanders,DS,Creating an app for being a good neighbor
Arthur Dent,DS,Creating a web interface for drinking tea
Sauron,DS,Building a REST API for devising evil schemes
Fred Flintstone,DS,Building a REST API for eating dinosaur ribs
Dr. John Watson,DS,Creating an app for chasing criminals
Jackson Pollock,CSDS,Building a REST API for painting abstract paintings
Professor Hans Zarkov,DS,Creating a web interface for building rocket ships
Barbra Streisand,CS,Creating a web interface for singing torch songs
Johannes Gutenberg,CS,Building a REST API for pioneering new technologies
Ray Kroc,CS,Creating an app for running a fast-food business
Ellen DeGeneres,CS,Creating a web interface for interviewing celebrities
Ludwig Van Beethoven,CSDS,Building a REST API for composing classical music
Inspector Gadget,DS,Building a REST API for solving mysteries,using gadgets
Alexander the Great,CSDS,Creating a web interface for building empires
Mike Tyson,CS,Creating a web interface for winning boxing matches
Sylvester Stallone,CSDS,Building a REST API for starring in action movies
Billy Crystal,CS,Building a service to help starring in comedies
Herodotus,CSDS,Creating an app for writing about history
Maleficent,DS,Building a service to help poisoning an apple
Ashton Kutcher,CS,Creating an app for starring in sit-coms
Walt Longmire,CS,Building a REST API for solving crimes
Wernher von Braun,CS,Building a REST API for building rocket ships
Nelson Mandela,CS,Building a REST API for fighting for democracy
Salvador Dali,CSDS,Building a REST API for creating optical illusions
Jonathan Swift,CSDS,Building a REST API for writing political satires
Michelangelo,CSDS,Creating an app for painting church ceilings
Travis Bickle,DS,Creating a web interface for planning assassinations
Joseph Smith,CS,Building a service to help racking up marriages
Sherlock Holmes,DS,Creating a web interface for finding clues
Pinocchio,DS,Building a service to help wanting to be a real person
Voltaire,CS,Creating a web interface for promoting enlightenment
Jesse Jackson,CS,Creating an app for suing large corporations
Morpheus,DS,Building a service to help raging against the machine
Jack Kerouac,CSDS,Creating an app for driving around America
Al Capone,CS,Building a service to help selling illegal alcohol
Keith Richards,CS,Building a REST API for playing rock music
Bruce Lee,CS,Building a service to help starring in kung-fu movies
Alfred Nobel,CSDS,Building a REST API for promoting pacifism
George Armstrong Custer,CS,Creating an app for leading armies into battle
Wolverine,DS,Creating an app for slashing victims
Stephen Jay Gould,CS,Building a service to help collecting fossils
Travis Bickle,DS,Creating a web interface for expressing violent urges
Alan Greenspan,CSDS,Creating a web interface for talking up the economy
Tom Waits,CS,Building a REST API for singing blues songs
Ludwig Van Beethoven,CSDS,Creating an app for playing the piano
Sylvester Stallone,CS,Building a service to help starring in action movies
Fletcher Christian,CSDS,Creating a web interface for plotting mutinies
Maleficent,DS,Creating a web interface for poisoning an apple
Dolly Parton,CS,Building a REST API for singing country music
Pythagoras,CS,Creating an app for proving math theorems
Michael O'Leary,CS,Building a REST API for promoting air travel
Clint Eastwood,CS,Creating an app for starring in action movies
Cameron Diaz,CSDS,Building a REST API for starring in romantic comedies
Frida Kahlo,CSDS,Creating an app for painting self-portraits
Justin Bieber,CSDS,Creating a web interface for singing to teenagers
Mel Brooks,CS,Building a REST API for directing comedies
Xena,DS,Creating an app for fighting for justice
Tyler Durden,DS,Building a service to help engaging in bare-knuckle fighting
Michael O'Leary,CSDS,Building a REST API for selling cheap airline seats
Hulk Hogan,CSDS,Building a service to help pretending to wrestle
Barney Rubble,DS,Building a service to help eating dinosaur ribs
Bruce Banner,DS,Creating a web interface for losing control
Pinocchio,DS,Creating an app for lying badly
John Lennon,CS,Creating an app for campaigning for world peace
Roger Federer,CSDS,Creating a web interface for winning tennis matches
Alan Turing,CS,Building a REST API for designing computer systems
Agent Phil Coulson,DS,Building a service to help collecting Captain America trading cards
Rafael Nadal,CS,Building a service to help winning tennis tournaments
Freddy Krueger,DS,Building a REST API for slashing victims
Beyoncé,CS,Building a REST API for singing Hipbop songs
Michelangelo,CSDS,Building a REST API for painting church ceilings
Sitting Bull,CS,Creating an app for leading revolts
Pinocchio,DS,Building a service to help playing poker badly
Roger Federer,CS,Building a service to help winning tennis matches
Jamie Oliver,CS,Building a REST API for promoting healthy eating
Al Capone,CS,Creating a web interface for selling illegal alcohol
Elon Musk,CSDS,Creating a web interface for developing new technologies
Han Solo,DS,Building a REST API for piloting the Millenium Falcon
P. T. Barnum,CSDS,Creating a web interface for selling tickets
Michael O'Leary,CS,Building a service to help selling cheap airline seats
Eleanor Roosevelt,CS,Creating an app for campaigning for social causes
Wolverine,DS,Creating a web interface for foiling the schemes of evil villains
Jim Morrison,CS,Creating a web interface for writing rock songs
Fred Astaire,CS,Building a service to help starring in musical comedies
Han Solo,DS,Building a service to help piloting the Millenium Falcon
Rafael Nadal,CS,Building a service to help delivering forehand slams
Barney Gumble,DS,Building a REST API for driving under the influence
Jack Kerouac,CS,Building a service to help driving around America
Frida Kahlo,CSDS,Building a REST API for painting self-portraits
Tyrion Lannister,DS,Building a REST API for developing political strategies
Dolly Parton,CSDS,Building a service to help singing country music
Jackson Pollock,CSDS,Creating a web interface for dripping paint onto canvas
Wernher von Braun,CS,Building a service to help building rocket ships
Sid Vicious,CS,Building a service to help scandalizing polite society
Cinderella,DS,Building a service to help  climbing social ladders
Tony Robbins,CS,Creating an app for giving self-help lectures
Elton John,CSDS,Building a REST API for  shopping for shoes
James Bond,DS,Building a REST API for killing for Mi6
Lucifer,DS,Building a REST API for promoting wickedness
Barney Rubble,DS,Creating an app for pedalling engine-less cars
Bruce Banner,DS,Building a service to help bursting out of shirts
Travis Bickle,DS,Building a REST API for talking to mirrors
Jack Kerouac,CS,Creating a web interface for writing beat fiction
Charlie Brown,DS,Building a service to help playing baseball
Jamie Oliver,CS,Building a service to help promoting healthy eating
Genghis Khan,CS,Building a service to help running an empire
Han Solo,DS,Creating an app for piloting the Millenium Falcon
Modesty Blaise,DS,Building a service to help pulling capers
Jesse Jackson,CS,Creating a web interface for promoting racial harmony
Alfred Nobel,CSDS,Creating a web interface for promoting pacifism
René Descartes,CS,Creating an app for teaching philosophy
Billy Crystal,CS,Building a REST API for starring in comedies
Billy Crystal,CS,Creating an app for starring in comedies
Noam Chomsky,CSDS,Creating an app for studying linguistics
Bill Clinton,CSDS,Building a REST API for chasing interns
George Clooney,CSDS,Creating an app for womanizing
Jack Bauer,DS,Building a REST API for tracking down terrorists
Jack Bauer,DS,Building a service to help punishing terrorists
Chris Rock,CS,Creating an app for cross-dressing in women's clothes
Sherlock Holmes,DS,Building a REST API for finding clues
Jamie Oliver,CS,Creating a web interface for running restaurants
Emma Bovary,DS,Creating a web interface for planning adultery
Walt Longmire,CS,Building a service to help interpreting evidence
Keith Richards,CS,Creating an app for playing rock guitar
Mother Teresa,CS,Creating an app for promoting Catholic values
Tony Robbins,CSDS,Creating a web interface for selling self-help books
Nelson Mandela,CS,Creating an app for promoting racial harmony
Johann von Goethe,CSDS,Creating an app for writing poetry
Leonard Hofstadter,DS,Creating an app for obeying annoying rules
Peter Parker,DS,Building a service to help maintaining a secret identity
Ilya Kuryakin,DS,Building a REST API for foiling the schemes of evil villains
Ray Kroc,CS,Building a service to help running a fast-food business
Bruce Lee,CSDS,Creating an app for starring in kung-fu movies
Frank Zappa,CS,Building a REST API for writing experimental songs
Harvey Weinstein,CS,Building a service to help seducing women
Johann von Goethe,CSDS,Building a service to help writing poetry
Alan Turing,CS,Building a REST API for cracking enemy codes
Meryl Streep,CS,Building a service to help performing serious acting
Amelia Earhart,CS,Creating a web interface for breaking records
Jackson Pollock,CS,Creating a web interface for painting abstract paintings
Alan Turing,CS,Building a service to help cracking enemy codes
Ridley Scott,CS,Building a service to help making science fiction movies
Immanuel Kant,CS,Creating a web interface for 
Bruce Banner,DS,Building a REST API for losing control
Peter Parker,DS,Creating an app for studying science
Anne Frank,CS,Creating an app for keeping a diary
Kate Moss,CS,Creating a web interface for modeling clothes
George Clooney,CSDS,Creating a web interface for womanizing
Ray Kroc,CS,Creating a web interface for selling franchises
Al Capone,CS,Creating an app for selling illegal alcohol
John Grisham,CS,Creating an app for writing legal fiction
Cinderella,DS,Creating an app for  climbing social ladders
Robin Williams,CS,Building a service to help telling zany jokes
Dominique Strauss-Kahn,CSDS,Building a service to help throwing sex parties
Hellboy,DS,Creating a web interface for battling the forces of darkness
Genghis Khan,CS,Building a REST API for running an empire
Robin Williams,CS,Building a REST API for telling zany jokes
Nelson Mandela,CS,Building a REST API for promoting racial harmony
Tyler Durden,DS,Building a REST API for stealing human fat
Sylvester the Cat,DS,Building a service to help prowling for dinner
George Soros,CS,Building a REST API for managing hedge funds
Harvey Weinstein,CS,Building a REST API for chasing after women
Ridley Scott,CSDS,Building a REST API for making science fiction movies
Amelia Earhart,CSDS,Building a service to help breaking records
Jenna Maroney,DS,Building a REST API for singing on TV shows
Modesty Blaise,DS,Creating a web interface for pulling capers
Robin Williams,CS,Creating an app for telling zany jokes
Sid Vicious,CS,Building a service to help singing punk rock songs
Erasmus,CS,Creating a web interface for promoting humanism
Jackson Pollock,CS,Creating an app for dripping paint onto canvas
Robin Williams,CS,Building a service to help making madcap comedies
Sauron,DS,Building a REST API for preparing for war
Eleanor Roosevelt,CS,Building a REST API for campaigning for social causes
Lindsay Lohan,CS,Building a service to help starring in Hollywood movies 
Alan Greenspan,CSDS,Building a REST API for talking up the economy
Anton Chekov,CSDS,Building a REST API for writing plays about the middle classes
James Joyce,CS,Creating an app for writing modern fiction
Lady Macbeth,DS,Creating a web interface for manipulating political pawns
Buffy Summers,DS,Building a service to help hunting monsters
George Armstrong Custer,CS,Building a REST API for leading armies into battle
Barney Rubble,DS,Creating a web interface for eating dinosaur ribs
Michael O'Leary,CS,Creating an app for running a budget airline
Frank Gehry,CS,Creating an app for designing modern buildings
Tom Waits,CS,Building a service to help singing blues songs
Peter Parker,DS,Building a REST API for studying science
Professor James Moriarty,DS,Building a service to help amassing ill-gotten wealth
Professor James Moriarty,DS,Building a REST API for amassing ill-gotten wealth
Ludwig Van Beethoven,CS,Building a REST API for playing the piano
Dr. Julius No,DS,Building a service to help collecting stamps
Lindsay Lohan,CSDS,Creating an app for  driving under the influence
Francis Bacon,CS,Building a service to help painting dark pictures
Inspector Gadget,DS,Creating a web interface for solving mysteries,using gadgets
Alec Baldwin,CS,Creating a web interface for attacking paparazzi
Ludwig Van Beethoven,CS,Building a service to help composing classical music
Mother Teresa,CS,Creating an app for giving to the poor
Sam Winchester,DS,Building a REST API for killing monsters
Jim Morrison,CS,Building a service to help writing rock songs
Beyoncé,CS,Creating an app for singing Hipbop songs
Robert Downey Jr.,CS,Building a service to help making movies
George Soros,CSDS,Creating a web interface for managing hedge funds
P. T. Barnum,CS,Building a REST API for selling tickets
Daniel Craig,CSDS,Building a service to help playing James Bond
Salvador Dali,CS,Building a REST API for painting surreal pictures
Ray Kroc,CS,Creating a web interface for selling fast food
Sid Vicious,CS,Creating an app for singing punk rock songs
Lady Macbeth,DS,Building a service to help manipulating political pawns
Ridley Scott,CS,Building a service to help making fantasy movies
Rafael Nadal,CS,Creating an app for delivering forehand slams
Bridget Jones,DS,Creating an app for reading self-help books
Mrs. Doubtfire,DS,Building a service to help impersonating women
John Constantine,DS,Building a service to help practicing the Occult
James Joyce,CS,Building a service to help writing modern fiction
Harvey Weinstein,CSDS,Creating an app for seducing women
Xena,DS,Creating an app for defending the weak
John Constantine,DS,Creating an app for practicing the Occult
Tyler Durden,DS,Creating an app for attacking consumerism
Barney Rubble,DS,Creating an app for eating dinosaur ribs
Yogi Berra,CSDS,Building a service to help mangling idioms
Lara Croft,DS,Creating a web interface for digging for antiquities
Robert Downey Jr.,CS,Creating a web interface for making movies
Bruce Lee,CS,Creating an app for performing kung-fu moves
Emma Bovary,DS,Building a service to help climbing social ladders
Francis Bacon,CS,Creating an app for painting dark pictures
Fred Flintstone,DS,Building a service to help pedalling engine-less cars
Jesse Jackson,CS,Building a service to help suing large corporations
Darth Vader,DS,Building a REST API for promoting the Dark Side
Eddy Merckx,CS,Creating a web interface for winning cycling races
Catwoman,DS,Building a REST API for defending the weak
Darth Vader,DS,Creating an app for working for the forces of darkness
Sid Vicious,CS,Creating an app for scandalizing polite society
Sylvester the Cat,DS,Building a REST API for prowling for dinner
Freddy Krueger,DS,Building a REST API for killing teenagers
Travis Bickle,DS,Creating a web interface for talking to mirrors
Keith Moon,CSDS,Building a service to help throwing TVs out of the windows
P. T. Barnum,CSDS,Creating a web interface for promoting circus attractions
Freddy Krueger,DS,Building a REST API for terrorizing sleepers
Lindsay Lohan,CS,Building a service to help  driving under the influence
Fletcher Christian,CS,Building a service to help undermining authority
Harvey Weinstein,CS,Building a service to help chasing after women
Harvey Weinstein,CS,Creating an app for making movies
Michael O'Leary,CSDS,Creating a web interface for promoting air travel
Tony Robbins,CS,Creating an app for selling self-help books
Peter Parker,DS,Creating an app for maintaining a secret identity
Barney Gumble,DS,Creating a web interface for driving under the influence
Pablo Picasso,CS,Building a REST API for painting abstract pictures
Stephen Jay Gould,CS,Creating an app for promoting evolutionary theory
Jabba the Hutt,DS,Creating a web interface for running a crime family
Lara Croft,DS,Building a service to help looking for hidden treasures,unearthing ancient tombs
Liza Minnelli,CS,Creating a web interface for over-acting
Sid Vicious,CS,Building a REST API for singing punk rock songs
Erasmus,CS,Creating an app for promoting humanism
Charlie Brown,DS,Building a REST API for playing baseball
Jack Bauer,DS,Building a REST API for chasing terrorists
Ophelia,DS,Building a service to help handing out flowers
Herodotus,CS,Building a REST API for writing about history
Tiny Tim Cratchit,DS,Building a service to help offering blessings
Richard Dawkins,CS,Creating an app for explaining evolution
Carrie Bradshaw,DS,Creating a web interface for shopping for shoes
George Armstrong Custer,CS,Building a service to help developing military strategies
Dominique Strauss-Kahn,CS,Building a service to help planning orgies
Darth Vader,DS,Building a service to help fighting the forces of good
Billy Bob Thornton,CSDS,Building a REST API for starring in indy movies
Jackson Pollock,CS,Building a service to help dripping paint onto canvas
Frida Kahlo,CS,Creating a web interface for painting self-portraits
Barney Gumble,DS,Building a REST API for drinking one's life away
Rafael Nadal,CS,Building a REST API for winning tennis tournaments
Jack Bauer,DS,Building a REST API for preventing terrorism
George Soros,CS,Creating a web interface for making billions
John Lennon,CSDS,Building a REST API for campaigning for world peace
Pablo Picasso,CS,Creating an app for painting abstract pictures
Pinocchio,DS,Creating an app for playing poker badly
Tyler Durden,DS,Creating an app for making soap
Lady Macbeth,DS,Creating an app for climbing social ladders
Pac Man,DS,Creating an app for eluding electronic ghosts
Peter Parker,DS,Creating a web interface for maintaining a secret identity
